"order_channel","order_number","order_date","order_time_local","day_of_week","hour_of_day","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","store_type","order_type","scheduled_or_asap_order","fulfillment_type","cash_order","customer_type","gh_plus_customer","order_subtotal_before_adjustments","order_subtotal_adjustments","order_subtotal","order_self_delivery_charge","order_merchant_fees","order_sales_tax","order_tip","order_total","order_commission","order_delivery_commission","order_gh_plus_commission","order_processing_fee","order_withheld_sales_tax","order_merchant_funded_promotion_and_loyalty","order_merchant_total","order_time_to_expected_ready_time_minutes","order_time_to_actually_ready_time_minutes","order_time_to_driver_arrived_time_minutes","order_time_to_driver_departed_time_minutes","order_time_to_dropoff_start_time_minutes","ghd_driver_wait_time","order_on_time","overall_rating_value","review_text"
"Marketplace","943624455061423","2023-11-24","06:00:14 PM","Friday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","17.50","0.00","17.50","0.00","0.00","1.75","0.00","19.25","-2.19","-1.75","0.00","-0.89","-1.75","0.00","12.67","15","10","15","16","28","1","On-time",,
"Marketplace","787224471299818","2023-11-26","02:48:10 PM","Sunday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","15.98","0.00","15.98","0.00","0.00","1.60","0.00","17.58","-2.00","-1.60","0.00","-0.84","-1.60","0.00","11.54","15",,"13","15","36","0","On-time",,
"Marketplace","929822256036318","2023-04-18","03:57:54 PM","Tuesday","3 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","12.98","0.00","12.98","0.00","0.00","1.30","0.00","14.28","-1.62","-1.30","0.00","-0.74","-1.30","0.00","9.32","15",,"5","8","17","0","On-time",,
"Marketplace","116122189908890","2023-04-11","06:49:01 PM","Tuesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","New","non GH+","62.20","0.00","62.20","0.00","0.00","6.22","0.00","68.42","-7.78","0.00","0.00","-2.39","-6.22","0.00","52.03","25","15",,,,,"Early",,
"Marketplace","028622128513046","2023-04-05","04:02:59 PM","Wednesday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","11.97","0.00","11.97","0.00","0.00","1.20","0.00","13.17","-1.50","-1.20","0.00","-0.70","-1.20","0.00","8.57","15",,"9","19","51","4","On-time",,
"Marketplace","446121646493691","2023-02-16","04:11:20 PM","Thursday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Returning","GH+","24.48","0.00","24.48","0.00","0.00","2.45","0.00","26.93","-3.06","0.00","0.00","-1.12","-2.45","0.00","20.30","15","6",,,,,"Early",,
"Marketplace","865121754697375","2023-02-26","06:54:32 PM","Sunday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","New","GH+","31.87","0.00","31.87","0.00","0.00","3.19","0.00","35.06","-3.98","0.00","0.00","-1.37","-3.19","0.00","26.52","20",,,,,,"Unable to Determine",,
"Marketplace","328221351845338","2023-01-17","06:39:29 PM","Tuesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","14.99","0.00","14.99","0.00","0.00","1.50","0.00","16.49","-1.87","-1.50","0.00","-0.80","-1.50","0.00","10.82","15","5","20","21","27","1","Early",,
"Marketplace","482521466463337","2023-01-29","10:48:59 AM","Sunday","10 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Returning","non GH+","20.73","0.00","20.73","0.00","0.00","2.07","3.42","26.22","-2.59","0.00","0.00","-1.10","-2.07","0.00","20.46","15","10",,,,,"On-time",,
"Marketplace","776421370429036","2023-01-19","06:47:39 PM","Thursday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","29.90","0.00","29.90","0.00","0.00","2.99","0.00","32.89","-3.74","-2.99","0.00","-1.30","-2.99","0.00","21.87","15","9","14","15","23","0","Early",,
"Marketplace","011621449041480","2023-01-27","05:30:17 PM","Friday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","24.98","0.00","24.98","0.00","0.00","2.50","0.00","27.48","-3.12","-2.50","0.00","-1.14","-2.50","0.00","18.22","15","7","13","14","27","0","Early",,
"Marketplace","005722086597914","2023-03-31","07:50:33 PM","Friday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","15.74","0.00","15.74","0.00","0.00","1.57","0.00","17.31","-1.97","-1.57","0.00","-0.83","-1.57","0.00","11.37","15","4","9","10","14","0","Early",,
"Marketplace","299322649818314","2023-05-26","08:14:04 PM","Friday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","22.99","0.00","22.99","0.00","0.00","2.30","0.00","25.29","-2.87","-2.30","0.00","-1.07","-2.30","0.00","16.75","15","10","18","20","32","3","On-time",,
"Marketplace","545522439176406","2023-05-05","08:03:43 PM","Friday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","25.73","0.00","25.73","0.00","0.00","2.57","0.00","28.30","-3.22","-2.57","0.00","-1.16","-2.57","0.00","18.78","15","13","26","26","50","0","On-time",,
"Marketplace","114222651866780","2023-05-28","06:53:33 PM","Sunday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","26.49","0.00","26.49","0.00","0.00","2.65","0.00","29.14","-3.31","-2.65","0.00","-1.19","-2.65","0.00","19.34","15",,"15","16","30","1","On-time",,
"Marketplace","833422591065808","2023-05-21","07:37:08 PM","Sunday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","14.24","0.00","14.24","0.00","0.00","1.42","0.00","15.66","-1.78","-1.42","0.00","-0.78","-1.42","0.00","10.26","15","6","13","15","42","0","Early",,
"Marketplace","073022401231973","2023-05-03","04:26:51 PM","Wednesday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Returning","GH+","19.97","0.00","19.97","0.00","0.00","2.00","2.00","23.97","-2.50","0.00","0.00","-1.03","-2.00","0.00","18.44","15","6",,,,,"Early",,
"Marketplace","225021562641191","2023-02-07","06:13:06 PM","Tuesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Returning","GH+","22.48","0.00","22.48","0.00","0.00","2.25","0.00","24.73","-2.81","0.00","0.00","-1.05","-2.25","0.00","18.62","15","6",,,,,"Early",,
"Marketplace","276321645609512","2023-02-16","11:23:27 AM","Thursday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","22.23","0.00","22.23","0.00","0.00","2.22","0.00","24.45","-2.78","-2.22","0.00","-1.05","-2.22","0.00","16.18","15","13","16","18","33","2","On-time",,
"Marketplace","255921746701849","2023-02-26","12:21:26 PM","Sunday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","21.98","0.00","21.98","0.00","0.00","2.20","0.00","24.18","-2.75","-2.20","0.00","-1.04","-2.20","0.00","15.99","12","4","12","16","21","4","Early",,
"Marketplace","776421600413600","2023-02-12","01:33:24 PM","Sunday","1 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","21.96","0.00","21.96","0.00","0.00","2.20","0.00","24.16","-2.75","-2.20","0.00","-1.04","-2.20","0.00","15.97","15",,"8","10","21","0","On-time",,
"Marketplace","021324773164609","2023-12-26","11:15:43 AM","Tuesday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","18.46","0.00","18.46","0.00","0.00","1.85","0.00","20.31","-2.31","-1.85","0.00","-0.92","-1.85","0.00","13.38","11","4","6","6","13","0","Early",,
"Marketplace","949124641650162","2023-12-12","06:50:18 PM","Tuesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","21.98","0.00","21.98","0.00","0.00","2.20","0.00","24.18","-2.75","-2.20","0.00","-1.04","-2.20","0.00","15.99","15","7","10","11","26","0","Early",,
"Marketplace","142621661022118","2023-02-17","06:03:14 PM","Friday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","14.99","0.00","14.99","0.00","0.00","1.50","0.00","16.49","-1.87","-1.50","0.00","-0.80","-1.50","0.00","10.82","15",,"4","13","39","0","On-time",,
"Marketplace","257221578794653","2023-02-09","09:35:03 AM","Thursday","9 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","12.23","0.00","12.23","0.00","0.00","1.22","0.00","13.45","-1.53","-1.22","0.00","-0.71","-1.22","0.00","8.77","15",,"6","16","47","1","On-time","5",
"Marketplace","303921717911596","2023-02-22","06:42:26 PM","Wednesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","26.56","0.00","26.56","0.00","0.00","2.66","0.00","29.22","-3.32","-2.66","0.00","-1.19","-2.66","0.00","19.39","15","4","13","18","24","3","Early",,
"Marketplace","667421632769517","2023-02-15","02:16:51 PM","Wednesday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","21.45","0.00","21.45","0.00","0.00","2.15","0.00","23.60","-2.68","-2.15","0.00","-1.02","-2.15","0.00","15.60","15",,"7","9","14","0","On-time",,
"Marketplace","276321665608395","2023-02-17","08:20:48 PM","Friday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","33.93","0.00","33.93","0.00","0.00","3.39","0.00","37.32","-4.24","-3.39","0.00","-1.44","-3.39","0.00","24.86","15",,"13","14","24","0","On-time",,
"Marketplace","303421623595062","2023-02-14","10:20:07 AM","Tuesday","10 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","14.27","0.00","14.27","0.00","0.00","1.43","0.00","15.70","-1.78","-1.43","0.00","-0.78","-1.43","0.00","10.28","15","6","21","22","36","1","Early",,
"Marketplace","876821518918789","2023-02-03","09:56:15 AM","Friday","9 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","New","non GH+","8.99","0.00","8.99","0.00","0.00","0.90","0.49","10.38","-1.12","0.00","0.00","-0.62","-0.90","0.00","7.74","15","10",,,,,"On-time",,
"Marketplace","538121664586599","2023-02-18","02:38:45 PM","Saturday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","21.98","0.00","21.98","0.00","0.00","2.20","0.00","24.18","-2.75","-2.20","0.00","-1.04","-2.20","0.00","15.99","15",,"11","12","27","0","On-time",,
"Marketplace","418722157927613","2023-04-08","04:08:59 PM","Saturday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","31.47","0.00","31.47","0.00","0.00","3.15","0.00","34.62","-3.93","-3.15","0.00","-1.36","-3.15","0.00","23.03","15","7","11","12","19","0","Early",,
"Marketplace","615422220982547","2023-04-15","11:53:09 AM","Saturday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","12.24","0.00","12.24","0.00","0.00","1.22","0.00","13.46","-1.53","-1.22","0.00","-0.71","-1.22","0.00","8.78","15","17","21","22","29","1","On-time",,
"Marketplace","650622331049299","2023-04-26","06:40:24 PM","Wednesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","9.24","0.00","9.24","0.00","0.00","0.92","0.00","10.16","-1.16","-0.92","0.00","-0.61","-0.92","0.00","6.55","15",,"12","13","24","0","On-time",,
"Marketplace","866822275186999","2023-04-20","03:31:38 PM","Thursday","3 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","26.22","0.00","26.22","0.00","0.00","2.62","0.00","28.84","-3.28","-2.62","0.00","-1.18","-2.62","0.00","19.14","15",,"11","11","29","0","On-time",,
"Marketplace","202522236839620","2023-04-16","06:43:22 PM","Sunday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","non GH+","38.47","0.00","38.47","0.00","0.00","3.85","0.00","42.32","-4.81","-3.85","0.00","-1.59","-3.85","0.00","28.22","15",,"8","17","32","2","On-time",,
"Marketplace","549122338456633","2023-04-25","08:40:05 PM","Tuesday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","13.48","0.00","13.48","0.00","0.00","1.35","0.00","14.83","-1.69","-1.35","0.00","-0.75","-1.35","0.00","9.69","15",,"6","8","14","0","On-time",,
"Marketplace","218622122931100","2023-04-05","05:21:42 PM","Wednesday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Returning","non GH+","9.47","0.00","9.47","0.00","0.00","0.95","0.00","10.42","-1.18","0.00","0.00","-0.62","-0.95","0.00","7.67","15","5",,,,,"Early",,
"Marketplace","421624522709487","2023-12-01","03:16:51 PM","Friday","3 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","18.71","0.00","18.71","0.00","0.00","1.87","0.00","20.58","-2.34","-1.87","0.00","-0.93","-1.87","0.00","13.57","15","6","31","39","45","8","Early",,
"Marketplace","217024574631313","2023-12-06","04:51:46 PM","Wednesday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","32.69","0.00","32.69","0.00","0.00","3.27","0.00","35.96","-4.09","-3.27","0.00","-1.40","-3.27","0.00","23.93","15",,"7","9","21","0","On-time",,
"Marketplace","370324805841336","2023-12-29","05:33:57 PM","Friday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","45.95","0.00","45.95","0.00","0.00","4.60","0.00","50.55","-5.74","-4.60","0.00","-1.84","-4.60","0.00","33.77","13","13","19","20","33","1","On-time",,
"Marketplace","142121352697135","2023-01-17","06:04:22 PM","Tuesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","27.46","0.00","27.46","0.00","0.00","2.75","0.00","30.21","-3.43","-2.75","0.00","-1.22","-2.75","0.00","20.06","15","13","13","14","35","0","On-time",,
"Marketplace","749621227070840","2023-01-04","07:05:48 PM","Wednesday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","13.23","0.00","13.23","0.00","0.00","1.32","0.00","14.55","-1.65","-1.32","0.00","-0.74","-1.32","0.00","9.52","15","9","12","13","27","0","Early",,
"Marketplace","513622475811487","2023-05-10","05:54:19 PM","Wednesday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","21.98","0.00","21.98","0.00","0.00","2.20","0.00","24.18","-2.75","-2.20","0.00","-1.04","-2.20","0.00","15.99","15","5","11","13","29","0","Early",,
"Marketplace","858722395755562","2023-05-02","05:29:56 PM","Tuesday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","33.91","0.00","33.91","0.00","0.00","3.39","0.00","37.30","-4.24","-3.39","0.00","-1.44","-3.39","0.00","24.84","15","17","18","18","30","1","On-time",,
"Marketplace","724022393833649","2023-05-02","05:32:44 PM","Tuesday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","20.46","0.00","20.46","0.00","0.00","2.05","0.00","22.51","-2.56","-2.05","0.00","-0.99","-2.05","0.00","14.86","15",,"15","18","41","3","On-time","5",
"Marketplace","114222671849883","2023-05-30","10:48:26 AM","Tuesday","10 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Loyal","non GH+","10.99","0.00","10.99","0.00","0.00","1.10","0.00","12.09","-1.37","0.00","0.00","-0.67","-1.10","0.00","8.95","15","5",,,,,"Early","5","I've had only positive experiences. I love to order the taco dinner for pick up on a weekly basis as the restaurant is very close to where I work. Always satisfied!"
"Marketplace","588622592742103","2023-05-21","08:20:32 PM","Sunday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","27.73","0.00","27.73","0.00","0.00","2.77","0.00","30.50","-3.47","-2.77","0.00","-1.23","-2.77","0.00","20.26","15",,"6","10","15","0","On-time",,
